"","country_region","lat","long","date","status","cases"
"7764","China",33.882,113.614,"3/3/20","deaths",22
"7765","China",33.882,113.614,"3/4/20","confirmed",1272
"7766","China",33.882,113.614,"3/4/20","deaths",22
"7767","China",33.882,113.614,"3/5/20","confirmed",1272
"7768","China",33.882,113.614,"3/5/20","deaths",22
"7769","China",33.882,113.614,"3/6/20","confirmed",1272
"7770","China",33.882,113.614,"3/6/20","deaths",22
"7771","China",33.882,113.614,"3/7/20","confirmed",1272
"7772","China",33.882,113.614,"3/7/20","deaths",22
"7773","China",33.882,113.614,"3/8/20","confirmed",1272
"7774","China",33.882,113.614,"3/8/20","deaths",22
"7775","China",33.882,113.614,"3/9/20","confirmed",1272
"7776","China",33.882,113.614,"3/9/20","deaths",22
"7777","China",33.882,113.614,"3/10/20","confirmed",1272
"7778","China",33.882,113.614,"3/10/20","deaths",22
"7779","China",33.882,113.614,"3/11/20","confirmed",1273
"7780","China",33.882,113.614,"3/11/20","deaths",22
"7781","China",33.882,113.614,"3/12/20","confirmed",1273
"7782","China",33.882,113.614,"3/12/20","deaths",22
"7783","China",33.882,113.614,"3/13/20","confirmed",1273
"7784","China",33.882,113.614,"3/13/20","deaths",22
"7785","China",33.882,113.614,"3/14/20","confirmed",1273
"7786","China",33.882,113.614,"3/14/20","deaths",22
"7787","China",33.882,113.614,"3/15/20","confirmed",1273
"7788","China",33.882,113.614,"3/15/20","deaths",22
"7789","China",33.882,113.614,"3/16/20","confirmed",1273
"7790","China",33.882,113.614,"3/16/20","deaths",22
"7791","China",33.882,113.614,"3/17/20","confirmed",1273
"7792","China",33.882,113.614,"3/17/20","deaths",22
"7793","China",33.882,113.614,"3/18/20","confirmed",1273
"7794","China",33.882,113.614,"3/18/20","deaths",22
"7795","China",33.882,113.614,"3/19/20","confirmed",1273
"7796","China",33.882,113.614,"3/19/20","deaths",22
"7797","China",33.882,113.614,"3/20/20","confirmed",1273
"7798","China",33.882,113.614,"3/20/20","deaths",22
"7799","China",33.882,113.614,"3/21/20","confirmed",1273
"7800","China",33.882,113.614,"3/21/20","deaths",22
"7801","China",33.882,113.614,"3/22/20","confirmed",1274
"7802","China",33.882,113.614,"3/22/20","deaths",22
"7803","China",33.882,113.614,"3/23/20","confirmed",1274
"7804","China",33.882,113.614,"3/23/20","deaths",22
"7805","China",33.882,113.614,"3/24/20","confirmed",1274
"7806","China",33.882,113.614,"3/24/20","deaths",22
"7807","China",33.882,113.614,"3/25/20","confirmed",1274
"7808","China",33.882,113.614,"3/25/20","deaths",22
"7809","China",22.3,114.2,"1/22/20","confirmed",0
"7810","China",22.3,114.2,"1/22/20","deaths",0
"7811","China",22.3,114.2,"1/23/20","confirmed",2
"7812","China",22.3,114.2,"1/23/20","deaths",0
"7813","China",22.3,114.2,"1/24/20","confirmed",2
"7814","China",22.3,114.2,"1/24/20","deaths",0
"7815","China",22.3,114.2,"1/25/20","confirmed",5
"7816","China",22.3,114.2,"1/25/20","deaths",0
"7817","China",22.3,114.2,"1/26/20","confirmed",8
"7818","China",22.3,114.2,"1/26/20","deaths",0
"7819","China",22.3,114.2,"1/27/20","confirmed",8
"7820","China",22.3,114.2,"1/27/20","deaths",0
"7821","China",22.3,114.2,"1/28/20","confirmed",8
"7822","China",22.3,114.2,"1/28/20","deaths",0
"7823","China",22.3,114.2,"1/29/20","confirmed",10
"7824","China",22.3,114.2,"1/29/20","deaths",0
"7825","China",22.3,114.2,"1/30/20","confirmed",10
"7826","China",22.3,114.2,"1/30/20","deaths",0
"7827","China",22.3,114.2,"1/31/20","confirmed",12
"7828","China",22.3,114.2,"1/31/20","deaths",0
"7829","China",22.3,114.2,"2/1/20","confirmed",13
"7830","China",22.3,114.2,"2/1/20","deaths",0
"7831","China",22.3,114.2,"2/2/20","confirmed",15
"7832","China",22.3,114.2,"2/2/20","deaths",0
"7833","China",22.3,114.2,"2/3/20","confirmed",15
"7834","China",22.3,114.2,"2/3/20","deaths",0
"7835","China",22.3,114.2,"2/4/20","confirmed",17
"7836","China",22.3,114.2,"2/4/20","deaths",1
"7837","China",22.3,114.2,"2/5/20","confirmed",21
"7838","China",22.3,114.2,"2/5/20","deaths",1
"7839","China",22.3,114.2,"2/6/20","confirmed",24
"7840","China",22.3,114.2,"2/6/20","deaths",1
"7841","China",22.3,114.2,"2/7/20","confirmed",25
"7842","China",22.3,114.2,"2/7/20","deaths",1
"7843","China",22.3,114.2,"2/8/20","confirmed",26
"7844","China",22.3,114.2,"2/8/20","deaths",1
"7845","China",22.3,114.2,"2/9/20","confirmed",29
"7846","China",22.3,114.2,"2/9/20","deaths",1
"7847","China",22.3,114.2,"2/10/20","confirmed",38
"7848","China",22.3,114.2,"2/10/20","deaths",1
"7849","China",22.3,114.2,"2/11/20","confirmed",49
"7850","China",22.3,114.2,"2/11/20","deaths",1
"7851","China",22.3,114.2,"2/12/20","confirmed",50
"7852","China",22.3,114.2,"2/12/20","deaths",1
"7853","China",22.3,114.2,"2/13/20","confirmed",53
"7854","China",22.3,114.2,"2/13/20","deaths",1
"7855","China",22.3,114.2,"2/14/20","confirmed",56
"7856","China",22.3,114.2,"2/14/20","deaths",1
"7857","China",22.3,114.2,"2/15/20","confirmed",56
"7858","China",22.3,114.2,"2/15/20","deaths",1
"7859","China",22.3,114.2,"2/16/20","confirmed",57
"7860","China",22.3,114.2,"2/16/20","deaths",1
"7861","China",22.3,114.2,"2/17/20","confirmed",60
"7862","China",22.3,114.2,"2/17/20","deaths",1
"7863","China",22.3,114.2,"2/18/20","confirmed",62
"7864","China",22.3,114.2,"2/18/20","deaths",1
"7865","China",22.3,114.2,"2/19/20","confirmed",63
"7866","China",22.3,114.2,"2/19/20","deaths",2
"7867","China",22.3,114.2,"2/20/20","confirmed",68
"7868","China",22.3,114.2,"2/20/20","deaths",2
"7869","China",22.3,114.2,"2/21/20","confirmed",68
"7870","China",22.3,114.2,"2/21/20","deaths",2
"7871","China",22.3,114.2,"2/22/20","confirmed",69
"7872","China",22.3,114.2,"2/22/20","deaths",2
"7873","China",22.3,114.2,"2/23/20","confirmed",74
"7874","China",22.3,114.2,"2/23/20","deaths",2
"7875","China",22.3,114.2,"2/24/20","confirmed",79
"7876","China",22.3,114.2,"2/24/20","deaths",2
"7877","China",22.3,114.2,"2/25/20","confirmed",84
"7878","China",22.3,114.2,"2/25/20","deaths",2
"7879","China",22.3,114.2,"2/26/20","confirmed",91
"7880","China",22.3,114.2,"2/26/20","deaths",2
"7881","China",22.3,114.2,"2/27/20","confirmed",92
"7882","China",22.3,114.2,"2/27/20","deaths",2
"7883","China",22.3,114.2,"2/28/20","confirmed",94
"7884","China",22.3,114.2,"2/28/20","deaths",2
"7885","China",22.3,114.2,"2/29/20","confirmed",95
"7886","China",22.3,114.2,"2/29/20","deaths",2
"7887","China",22.3,114.2,"3/1/20","confirmed",96
"7888","China",22.3,114.2,"3/1/20","deaths",2
"7889","China",22.3,114.2,"3/2/20","confirmed",100
"7890","China",22.3,114.2,"3/2/20","deaths",2
"7891","China",22.3,114.2,"3/3/20","confirmed",100
"7892","China",22.3,114.2,"3/3/20","deaths",2
"7893","China",22.3,114.2,"3/4/20","confirmed",105
"7894","China",22.3,114.2,"3/4/20","deaths",2
"7895","China",22.3,114.2,"3/5/20","confirmed",105
"7896","China",22.3,114.2,"3/5/20","deaths",2
"7897","China",22.3,114.2,"3/6/20","confirmed",107
"7898","China",22.3,114.2,"3/6/20","deaths",2
"7899","China",22.3,114.2,"3/7/20","confirmed",108
"7900","China",22.3,114.2,"3/7/20","deaths",2
"7901","China",22.3,114.2,"3/8/20","confirmed",114
"7902","China",22.3,114.2,"3/8/20","deaths",3
"7903","China",22.3,114.2,"3/9/20","confirmed",115
"7904","China",22.3,114.2,"3/9/20","deaths",3
"7905","China",22.3,114.2,"3/10/20","confirmed",120
"7906","China",22.3,114.2,"3/10/20","deaths",3
"7907","China",22.3,114.2,"3/11/20","confirmed",126
"7908","China",22.3,114.2,"3/11/20","deaths",3
"7909","China",22.3,114.2,"3/12/20","confirmed",129
"7910","China",22.3,114.2,"3/12/20","deaths",3
"7911","China",22.3,114.2,"3/13/20","confirmed",134
"7912","China",22.3,114.2,"3/13/20","deaths",4
"7913","China",22.3,114.2,"3/14/20","confirmed",140
"7914","China",22.3,114.2,"3/14/20","deaths",4
"7915","China",22.3,114.2,"3/15/20","confirmed",145
"7916","China",22.3,114.2,"3/15/20","deaths",4
"7917","China",22.3,114.2,"3/16/20","confirmed",155
"7918","China",22.3,114.2,"3/16/20","deaths",4
"7919","China",22.3,114.2,"3/17/20","confirmed",162
"7920","China",22.3,114.2,"3/17/20","deaths",4
"7921","China",22.3,114.2,"3/18/20","confirmed",181
"7922","China",22.3,114.2,"3/18/20","deaths",4
"7923","China",22.3,114.2,"3/19/20","confirmed",208
"7924","China",22.3,114.2,"3/19/20","deaths",4
"7925","China",22.3,114.2,"3/20/20","confirmed",256
"7926","China",22.3,114.2,"3/20/20","deaths",4
"7927","China",22.3,114.2,"3/21/20","confirmed",273
"7928","China",22.3,114.2,"3/21/20","deaths",4
"7929","China",22.3,114.2,"3/22/20","confirmed",317
"7930","China",22.3,114.2,"3/22/20","deaths",4
"7931","China",22.3,114.2,"3/23/20","confirmed",356
"7932","China",22.3,114.2,"3/23/20","deaths",4
"7933","China",22.3,114.2,"3/24/20","confirmed",386
"7934","China",22.3,114.2,"3/24/20","deaths",4
"7935","China",22.3,114.2,"3/25/20","confirmed",410
"7936","China",22.3,114.2,"3/25/20","deaths",4
"7937","China",30.9756,112.2707,"1/22/20","confirmed",444
"7938","China",30.9756,112.2707,"1/22/20","deaths",17
"7939","China",30.9756,112.2707,"1/23/20","confirmed",444
"7940","China",30.9756,112.2707,"1/23/20","deaths",17
"7941","China",30.9756,112.2707,"1/24/20","confirmed",549
"7942","China",30.9756,112.2707,"1/24/20","deaths",24
"7943","China",30.9756,112.2707,"1/25/20","confirmed",761
"7944","China",30.9756,112.2707,"1/25/20","deaths",40
"7945","China",30.9756,112.2707,"1/26/20","confirmed",1058
"7946","China",30.9756,112.2707,"1/26/20","deaths",52
"7947","China",30.9756,112.2707,"1/27/20","confirmed",1423
"7948","China",30.9756,112.2707,"1/27/20","deaths",76
"7949","China",30.9756,112.2707,"1/28/20","confirmed",3554
"7950","China",30.9756,112.2707,"1/28/20","deaths",125
"7951","China",30.9756,112.2707,"1/29/20","confirmed",3554
"7952","China",30.9756,112.2707,"1/29/20","deaths",125
"7953","China",30.9756,112.2707,"1/30/20","confirmed",4903
"7954","China",30.9756,112.2707,"1/30/20","deaths",162
"7955","China",30.9756,112.2707,"1/31/20","confirmed",5806
"7956","China",30.9756,112.2707,"1/31/20","deaths",204
"7957","China",30.9756,112.2707,"2/1/20","confirmed",7153
"7958","China",30.9756,112.2707,"2/1/20","deaths",249
"7959","China",30.9756,112.2707,"2/2/20","confirmed",11177
"7960","China",30.9756,112.2707,"2/2/20","deaths",350
"7961","China",30.9756,112.2707,"2/3/20","confirmed",13522
"7962","China",30.9756,112.2707,"2/3/20","deaths",414
"7963","China",30.9756,112.2707,"2/4/20","confirmed",16678
"7964","China",30.9756,112.2707,"2/4/20","deaths",479
"7965","China",30.9756,112.2707,"2/5/20","confirmed",19665
"7966","China",30.9756,112.2707,"2/5/20","deaths",549
"7967","China",30.9756,112.2707,"2/6/20","confirmed",22112
"7968","China",30.9756,112.2707,"2/6/20","deaths",618
"7969","China",30.9756,112.2707,"2/7/20","confirmed",24953
"7970","China",30.9756,112.2707,"2/7/20","deaths",699
"7971","China",30.9756,112.2707,"2/8/20","confirmed",27100
"7972","China",30.9756,112.2707,"2/8/20","deaths",780
"7973","China",30.9756,112.2707,"2/9/20","confirmed",29631
"7974","China",30.9756,112.2707,"2/9/20","deaths",871
"7975","China",30.9756,112.2707,"2/10/20","confirmed",31728
"7976","China",30.9756,112.2707,"2/10/20","deaths",974
"7977","China",30.9756,112.2707,"2/11/20","confirmed",33366
"7978","China",30.9756,112.2707,"2/11/20","deaths",1068
"7979","China",30.9756,112.2707,"2/12/20","confirmed",33366
"7980","China",30.9756,112.2707,"2/12/20","deaths",1068
"7981","China",30.9756,112.2707,"2/13/20","confirmed",48206
"7982","China",30.9756,112.2707,"2/13/20","deaths",1310
"7983","China",30.9756,112.2707,"2/14/20","confirmed",54406
"7984","China",30.9756,112.2707,"2/14/20","deaths",1457
"7985","China",30.9756,112.2707,"2/15/20","confirmed",56249
"7986","China",30.9756,112.2707,"2/15/20","deaths",1596
"7987","China",30.9756,112.2707,"2/16/20","confirmed",58182
"7988","China",30.9756,112.2707,"2/16/20","deaths",1696
"7989","China",30.9756,112.2707,"2/17/20","confirmed",59989
"7990","China",30.9756,112.2707,"2/17/20","deaths",1789
"7991","China",30.9756,112.2707,"2/18/20","confirmed",61682
"7992","China",30.9756,112.2707,"2/18/20","deaths",1921
"7993","China",30.9756,112.2707,"2/19/20","confirmed",62031
"7994","China",30.9756,112.2707,"2/19/20","deaths",2029
"7995","China",30.9756,112.2707,"2/20/20","confirmed",62442
"7996","China",30.9756,112.2707,"2/20/20","deaths",2144
"7997","China",30.9756,112.2707,"2/21/20","confirmed",62662
"7998","China",30.9756,112.2707,"2/21/20","deaths",2144
"7999","China",30.9756,112.2707,"2/22/20","confirmed",64084
"8000","China",30.9756,112.2707,"2/22/20","deaths",2346
"8001","China",30.9756,112.2707,"2/23/20","confirmed",64084
"8002","China",30.9756,112.2707,"2/23/20","deaths",2346
"8003","China",30.9756,112.2707,"2/24/20","confirmed",64287
"8004","China",30.9756,112.2707,"2/24/20","deaths",2495
"8005","China",30.9756,112.2707,"2/25/20","confirmed",64786
"8006","China",30.9756,112.2707,"2/25/20","deaths",2563
"8007","China",30.9756,112.2707,"2/26/20","confirmed",65187
"8008","China",30.9756,112.2707,"2/26/20","deaths",2615
"8009","China",30.9756,112.2707,"2/27/20","confirmed",65596
"8010","China",30.9756,112.2707,"2/27/20","deaths",2641
"8011","China",30.9756,112.2707,"2/28/20","confirmed",65914
"8012","China",30.9756,112.2707,"2/28/20","deaths",2682
"8013","China",30.9756,112.2707,"2/29/20","confirmed",66337
"8014","China",30.9756,112.2707,"2/29/20","deaths",2727
"8015","China",30.9756,112.2707,"3/1/20","confirmed",66907
"8016","China",30.9756,112.2707,"3/1/20","deaths",2761
"8017","China",30.9756,112.2707,"3/2/20","confirmed",67103
"8018","China",30.9756,112.2707,"3/2/20","deaths",2803
"8019","China",30.9756,112.2707,"3/3/20","confirmed",67217
"8020","China",30.9756,112.2707,"3/3/20","deaths",2835
"8021","China",30.9756,112.2707,"3/4/20","confirmed",67332
"8022","China",30.9756,112.2707,"3/4/20","deaths",2871
"8023","China",30.9756,112.2707,"3/5/20","confirmed",67466
"8024","China",30.9756,112.2707,"3/5/20","deaths",2902
"8025","China",30.9756,112.2707,"3/6/20","confirmed",67592
"8026","China",30.9756,112.2707,"3/6/20","deaths",2931
"8027","China",30.9756,112.2707,"3/7/20","confirmed",67666
"8028","China",30.9756,112.2707,"3/7/20","deaths",2959
"8029","China",30.9756,112.2707,"3/8/20","confirmed",67707
"8030","China",30.9756,112.2707,"3/8/20","deaths",2986
"8031","China",30.9756,112.2707,"3/9/20","confirmed",67743
"8032","China",30.9756,112.2707,"3/9/20","deaths",3008
"8033","China",30.9756,112.2707,"3/10/20","confirmed",67760
"8034","China",30.9756,112.2707,"3/10/20","deaths",3024
"8035","China",30.9756,112.2707,"3/11/20","confirmed",67773
"8036","China",30.9756,112.2707,"3/11/20","deaths",3046
"8037","China",30.9756,112.2707,"3/12/20","confirmed",67781
"8038","China",30.9756,112.2707,"3/12/20","deaths",3056
"8039","China",30.9756,112.2707,"3/13/20","confirmed",67786
"8040","China",30.9756,112.2707,"3/13/20","deaths",3062
"8041","China",30.9756,112.2707,"3/14/20","confirmed",67790
"8042","China",30.9756,112.2707,"3/14/20","deaths",3075
"8043","China",30.9756,112.2707,"3/15/20","confirmed",67794
"8044","China",30.9756,112.2707,"3/15/20","deaths",3085
"8045","China",30.9756,112.2707,"3/16/20","confirmed",67798
"8046","China",30.9756,112.2707,"3/16/20","deaths",3099
"8047","China",30.9756,112.2707,"3/17/20","confirmed",67799
"8048","China",30.9756,112.2707,"3/17/20","deaths",3111
"8049","China",30.9756,112.2707,"3/18/20","confirmed",67800
"8050","China",30.9756,112.2707,"3/18/20","deaths",3122
"8051","China",30.9756,112.2707,"3/19/20","confirmed",67800
"8052","China",30.9756,112.2707,"3/19/20","deaths",3130
"8053","China",30.9756,112.2707,"3/20/20","confirmed",67800
"8054","China",30.9756,112.2707,"3/20/20","deaths",3133
"8055","China",30.9756,112.2707,"3/21/20","confirmed",67800
"8056","China",30.9756,112.2707,"3/21/20","deaths",3139
"8057","China",30.9756,112.2707,"3/22/20","confirmed",67800
"8058","China",30.9756,112.2707,"3/22/20","deaths",3153
"8059","China",30.9756,112.2707,"3/23/20","confirmed",67800
"8060","China",30.9756,112.2707,"3/23/20","deaths",3153
"8061","China",30.9756,112.2707,"3/24/20","confirmed",67801
"8062","China",30.9756,112.2707,"3/24/20","deaths",3160
"8063","China",30.9756,112.2707,"3/25/20","confirmed",67801
"8064","China",30.9756,112.2707,"3/25/20","deaths",3163
"8065","China",27.6104,111.7088,"1/22/20","confirmed",4
"8066","China",27.6104,111.7088,"1/22/20","deaths",0
"8067","China",27.6104,111.7088,"1/23/20","confirmed",9
"8068","China",27.6104,111.7088,"1/23/20","deaths",0
"8069","China",27.6104,111.7088,"1/24/20","confirmed",24
"8070","China",27.6104,111.7088,"1/24/20","deaths",0
"8071","China",27.6104,111.7088,"1/25/20","confirmed",43
"8072","China",27.6104,111.7088,"1/25/20","deaths",0
"8073","China",27.6104,111.7088,"1/26/20","confirmed",69
"8074","China",27.6104,111.7088,"1/26/20","deaths",0
"8075","China",27.6104,111.7088,"1/27/20","confirmed",100
"8076","China",27.6104,111.7088,"1/27/20","deaths",0
"8077","China",27.6104,111.7088,"1/28/20","confirmed",143
"8078","China",27.6104,111.7088,"1/28/20","deaths",0
"8079","China",27.6104,111.7088,"1/29/20","confirmed",221
"8080","China",27.6104,111.7088,"1/29/20","deaths",0
"8081","China",27.6104,111.7088,"1/30/20","confirmed",277
"8082","China",27.6104,111.7088,"1/30/20","deaths",0
"8083","China",27.6104,111.7088,"1/31/20","confirmed",332
"8084","China",27.6104,111.7088,"1/31/20","deaths",0
"8085","China",27.6104,111.7088,"2/1/20","confirmed",389
"8086","China",27.6104,111.7088,"2/1/20","deaths",0
"8087","China",27.6104,111.7088,"2/2/20","confirmed",463
"8088","China",27.6104,111.7088,"2/2/20","deaths",0
"8089","China",27.6104,111.7088,"2/3/20","confirmed",521
"8090","China",27.6104,111.7088,"2/3/20","deaths",0
"8091","China",27.6104,111.7088,"2/4/20","confirmed",593
"8092","China",27.6104,111.7088,"2/4/20","deaths",0
"8093","China",27.6104,111.7088,"2/5/20","confirmed",661
"8094","China",27.6104,111.7088,"2/5/20","deaths",0
"8095","China",27.6104,111.7088,"2/6/20","confirmed",711
"8096","China",27.6104,111.7088,"2/6/20","deaths",0
"8097","China",27.6104,111.7088,"2/7/20","confirmed",772
"8098","China",27.6104,111.7088,"2/7/20","deaths",0
"8099","China",27.6104,111.7088,"2/8/20","confirmed",803
"8100","China",27.6104,111.7088,"2/8/20","deaths",1
"8101","China",27.6104,111.7088,"2/9/20","confirmed",838
"8102","China",27.6104,111.7088,"2/9/20","deaths",1
"8103","China",27.6104,111.7088,"2/10/20","confirmed",879
"8104","China",27.6104,111.7088,"2/10/20","deaths",1
"8105","China",27.6104,111.7088,"2/11/20","confirmed",912
"8106","China",27.6104,111.7088,"2/11/20","deaths",1
"8107","China",27.6104,111.7088,"2/12/20","confirmed",946
"8108","China",27.6104,111.7088,"2/12/20","deaths",2
"8109","China",27.6104,111.7088,"2/13/20","confirmed",968
"8110","China",27.6104,111.7088,"2/13/20","deaths",2
"8111","China",27.6104,111.7088,"2/14/20","confirmed",988
"8112","China",27.6104,111.7088,"2/14/20","deaths",2
"8113","China",27.6104,111.7088,"2/15/20","confirmed",1001
"8114","China",27.6104,111.7088,"2/15/20","deaths",2
"8115","China",27.6104,111.7088,"2/16/20","confirmed",1004
"8116","China",27.6104,111.7088,"2/16/20","deaths",3
"8117","China",27.6104,111.7088,"2/17/20","confirmed",1006
"8118","China",27.6104,111.7088,"2/17/20","deaths",3
"8119","China",27.6104,111.7088,"2/18/20","confirmed",1007
"8120","China",27.6104,111.7088,"2/18/20","deaths",4
"8121","China",27.6104,111.7088,"2/19/20","confirmed",1008
"8122","China",27.6104,111.7088,"2/19/20","deaths",4
"8123","China",27.6104,111.7088,"2/20/20","confirmed",1010
"8124","China",27.6104,111.7088,"2/20/20","deaths",4
"8125","China",27.6104,111.7088,"2/21/20","confirmed",1011
"8126","China",27.6104,111.7088,"2/21/20","deaths",4
"8127","China",27.6104,111.7088,"2/22/20","confirmed",1013
"8128","China",27.6104,111.7088,"2/22/20","deaths",4
"8129","China",27.6104,111.7088,"2/23/20","confirmed",1016
"8130","China",27.6104,111.7088,"2/23/20","deaths",4
"8131","China",27.6104,111.7088,"2/24/20","confirmed",1016
"8132","China",27.6104,111.7088,"2/24/20","deaths",4
"8133","China",27.6104,111.7088,"2/25/20","confirmed",1016
"8134","China",27.6104,111.7088,"2/25/20","deaths",4
"8135","China",27.6104,111.7088,"2/26/20","confirmed",1016
"8136","China",27.6104,111.7088,"2/26/20","deaths",4
"8137","China",27.6104,111.7088,"2/27/20","confirmed",1017
"8138","China",27.6104,111.7088,"2/27/20","deaths",4
"8139","China",27.6104,111.7088,"2/28/20","confirmed",1017
"8140","China",27.6104,111.7088,"2/28/20","deaths",4
"8141","China",27.6104,111.7088,"2/29/20","confirmed",1018
"8142","China",27.6104,111.7088,"2/29/20","deaths",4
"8143","China",27.6104,111.7088,"3/1/20","confirmed",1018
"8144","China",27.6104,111.7088,"3/1/20","deaths",4
"8145","China",27.6104,111.7088,"3/2/20","confirmed",1018
"8146","China",27.6104,111.7088,"3/2/20","deaths",4
"8147","China",27.6104,111.7088,"3/3/20","confirmed",1018
"8148","China",27.6104,111.7088,"3/3/20","deaths",4
"8149","China",27.6104,111.7088,"3/4/20","confirmed",1018
"8150","China",27.6104,111.7088,"3/4/20","deaths",4
"8151","China",27.6104,111.7088,"3/5/20","confirmed",1018
"8152","China",27.6104,111.7088,"3/5/20","deaths",4
"8153","China",27.6104,111.7088,"3/6/20","confirmed",1018
"8154","China",27.6104,111.7088,"3/6/20","deaths",4
"8155","China",27.6104,111.7088,"3/7/20","confirmed",1018
"8156","China",27.6104,111.7088,"3/7/20","deaths",4
"8157","China",27.6104,111.7088,"3/8/20","confirmed",1018
"8158","China",27.6104,111.7088,"3/8/20","deaths",4
"8159","China",27.6104,111.7088,"3/9/20","confirmed",1018
"8160","China",27.6104,111.7088,"3/9/20","deaths",4
"8161","China",27.6104,111.7088,"3/10/20","confirmed",1018
"8162","China",27.6104,111.7088,"3/10/20","deaths",4
"8163","China",27.6104,111.7088,"3/11/20","confirmed",1018
"8164","China",27.6104,111.7088,"3/11/20","deaths",4
"8165","China",27.6104,111.7088,"3/12/20","confirmed",1018
"8166","China",27.6104,111.7088,"3/12/20","deaths",4
"8167","China",27.6104,111.7088,"3/13/20","confirmed",1018
"8168","China",27.6104,111.7088,"3/13/20","deaths",4
"8169","China",27.6104,111.7088,"3/14/20","confirmed",1018
"8170","China",27.6104,111.7088,"3/14/20","deaths",4
"8171","China",27.6104,111.7088,"3/15/20","confirmed",1018
"8172","China",27.6104,111.7088,"3/15/20","deaths",4
"8173","China",27.6104,111.7088,"3/16/20","confirmed",1018
"8174","China",27.6104,111.7088,"3/16/20","deaths",4
"8175","China",27.6104,111.7088,"3/17/20","confirmed",1018
"8176","China",27.6104,111.7088,"3/17/20","deaths",4
"8177","China",27.6104,111.7088,"3/18/20","confirmed",1018
"8178","China",27.6104,111.7088,"3/18/20","deaths",4
"8179","China",27.6104,111.7088,"3/19/20","confirmed",1018
"8180","China",27.6104,111.7088,"3/19/20","deaths",4
"8181","China",27.6104,111.7088,"3/20/20","confirmed",1018
"8182","China",27.6104,111.7088,"3/20/20","deaths",4
"8183","China",27.6104,111.7088,"3/21/20","confirmed",1018
"8184","China",27.6104,111.7088,"3/21/20","deaths",4
"8185","China",27.6104,111.7088,"3/22/20","confirmed",1018
"8186","China",27.6104,111.7088,"3/22/20","deaths",4
"8187","China",27.6104,111.7088,"3/23/20","confirmed",1018
"8188","China",27.6104,111.7088,"3/23/20","deaths",4
"8189","China",27.6104,111.7088,"3/24/20","confirmed",1018
"8190","China",27.6104,111.7088,"3/24/20","deaths",4
"8191","China",27.6104,111.7088,"3/25/20","confirmed",1018
"8192","China",27.6104,111.7088,"3/25/20","deaths",4
"8193","China",44.0935,113.9448,"1/22/20","confirmed",0
"8194","China",44.0935,113.9448,"1/22/20","deaths",0
"8195","China",44.0935,113.9448,"1/23/20","confirmed",0
"8196","China",44.0935,113.9448,"1/23/20","deaths",0
"8197","China",44.0935,113.9448,"1/24/20","confirmed",1
"8198","China",44.0935,113.9448,"1/24/20","deaths",0
"8199","China",44.0935,113.9448,"1/25/20","confirmed",7
"8200","China",44.0935,113.9448,"1/25/20","deaths",0
"8201","China",44.0935,113.9448,"1/26/20","confirmed",7
"8202","China",44.0935,113.9448,"1/26/20","deaths",0
"8203","China",44.0935,113.9448,"1/27/20","confirmed",11
"8204","China",44.0935,113.9448,"1/27/20","deaths",0
"8205","China",44.0935,113.9448,"1/28/20","confirmed",15
"8206","China",44.0935,113.9448,"1/28/20","deaths",0
"8207","China",44.0935,113.9448,"1/29/20","confirmed",16
"8208","China",44.0935,113.9448,"1/29/20","deaths",0
"8209","China",44.0935,113.9448,"1/30/20","confirmed",19
"8210","China",44.0935,113.9448,"1/30/20","deaths",0
"8211","China",44.0935,113.9448,"1/31/20","confirmed",20
"8212","China",44.0935,113.9448,"1/31/20","deaths",0
"8213","China",44.0935,113.9448,"2/1/20","confirmed",23
"8214","China",44.0935,113.9448,"2/1/20","deaths",0
"8215","China",44.0935,113.9448,"2/2/20","confirmed",27
"8216","China",44.0935,113.9448,"2/2/20","deaths",0
"8217","China",44.0935,113.9448,"2/3/20","confirmed",34
"8218","China",44.0935,113.9448,"2/3/20","deaths",0
"8219","China",44.0935,113.9448,"2/4/20","confirmed",35
"8220","China",44.0935,113.9448,"2/4/20","deaths",0
"8221","China",44.0935,113.9448,"2/5/20","confirmed",42
"8222","China",44.0935,113.9448,"2/5/20","deaths",0
"8223","China",44.0935,113.9448,"2/6/20","confirmed",46
"8224","China",44.0935,113.9448,"2/6/20","deaths",0
"8225","China",44.0935,113.9448,"2/7/20","confirmed",50
"8226","China",44.0935,113.9448,"2/7/20","deaths",0
"8227","China",44.0935,113.9448,"2/8/20","confirmed",52
"8228","China",44.0935,113.9448,"2/8/20","deaths",0
"8229","China",44.0935,113.9448,"2/9/20","confirmed",54
"8230","China",44.0935,113.9448,"2/9/20","deaths",0
"8231","China",44.0935,113.9448,"2/10/20","confirmed",58
"8232","China",44.0935,113.9448,"2/10/20","deaths",0
"8233","China",44.0935,113.9448,"2/11/20","confirmed",58
"8234","China",44.0935,113.9448,"2/11/20","deaths",0
"8235","China",44.0935,113.9448,"2/12/20","confirmed",60
"8236","China",44.0935,113.9448,"2/12/20","deaths",0
"8237","China",44.0935,113.9448,"2/13/20","confirmed",61
"8238","China",44.0935,113.9448,"2/13/20","deaths",0
"8239","China",44.0935,113.9448,"2/14/20","confirmed",65
"8240","China",44.0935,113.9448,"2/14/20","deaths",0
"8241","China",44.0935,113.9448,"2/15/20","confirmed",68
"8242","China",44.0935,113.9448,"2/15/20","deaths",0
"8243","China",44.0935,113.9448,"2/16/20","confirmed",70
