"Data Source","World Development Indicators",

"Last Updated Date","2020-02-27",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Aruba","ABW","Age dependency ratio, old (% of working-age population)","SP.POP.DPND.OL","4.62622443718852","4.78176721836626","4.94816365241848","5.11960796956606","5.31556177630742","5.53431526167346","5.76875540724262","5.99046143564507","6.22576218602709","6.50504221388368","6.82382133995037","7.32244759590937","7.86064959920118","8.41011940461262","8.90937843415798","9.35943716898105","9.57950650234189","9.77584059775841","9.93532159540065","10.1005750766347","10.280933949307","10.3976211540352","10.5171748359707","10.6105512744517","10.6993956996299","10.7368175998138","10.8940982447874","11.0342516575313","11.1409753498959","11.231226873685","11.2922748309007","10.7879225853075","10.3934433191074","10.1245919910835","9.97466453973914","9.92137240886347","10.0600522645069","10.227886563133","10.4357892995948","10.670603121046","10.9479072281304","11.1909937888199","11.4595496246872","11.7427385892116","12.0210880994568","12.2846891662021","12.766893810335","13.2431742791528","13.7493074201935","14.3017985919106","14.9456327603698","15.3638238850558","15.8297174678106","16.3482578690456","16.9224983285046","17.5494027327402","18.2315946266516","18.9618148280704","19.7401560715121","",
"Afghanistan","AFG","Age dependency ratio, old (% of working-age population)","SP.POP.DPND.OL","5.08221047682702","5.13013670655062","5.13964205080783","5.11552301215786","5.063744661374","4.98789763589638","5.03818562584007","5.06248419502661","5.05905784929561","5.02527600653593","4.96126863995737","5.00108570055469","5.01085356877083","4.99403609195624","4.95525376032357","4.89739146745366","4.93733610490956","4.94207490640673","4.91061411544227","4.84266112412283","4.73820940624859","4.80157172558532","4.81353463026463","4.76677639621609","4.65322995602386","4.46231822759786","4.54375551284947","4.59678963197753","4.61522856195049","4.59004103735669","4.5139030853882","4.52627613429353","4.55426239278668","4.60102018976957","4.66732341775973","4.75442365091824","4.78092672342289","4.78444369236508","4.76853715747662","4.73774492577614","4.69519507144753","4.64542487417667","4.59451214978874","4.5460364961842","4.50174485286745","4.46275322367746","4.52550630016471","4.57760984872549","4.62187823398627","4.66303325944435","4.70389257344101","4.71420854849727","4.72309470865552","4.7276027993058","4.72293792821488","4.7083204539433","4.73598531272863","4.75092540711815","4.75827282360713","",
"Angola","AGO","Age dependency ratio, old (% of working-age population)","SP.POP.DPND.OL","5.48103173462807","5.62202589856789","5.73455930045403","5.81271589083147","5.84778912694091","5.83512328897414","5.78351105283545","5.66807725376441","5.49200107541937","5.26733552322053","5.00672320131954","5.08693232090451","5.16135410507108","5.21708805370449","5.23714677173722","5.21800650031255","5.20086772957778","5.14523210819121","5.07606334215314","5.02168136417635","4.99387697853708","5.0311771856439","5.07925337276569","5.12267578542424","5.13740036591431","5.11443932812198","5.10828643089721","5.06542216644771","5.00751179362481","4.9607092026107","4.93685452023944","4.97825923546466","5.02093258677133","5.05818910799242","5.08159827536951","5.08817864953566","5.12936612049874","5.14706338388026","5.14634279845903","5.13291694158833","5.10991702874641","5.12473443016065","5.12348376786275","5.10351171050258","5.0602525918403","4.99382284451043","4.95298981922242","4.88835233564718","4.81158985753418","4.73538191692105","4.66574437832991","4.6476362215512","4.62868342373987","4.60214018672371","4.5586959070841","4.49640300513132","4.46086782715692","4.40719429304328","4.34798471638409","",
"Albania","ALB","Age dependency ratio, old (% of working-age population)","SP.POP.DPND.OL","9.94022095977619","9.9706934400107","10.0671257803045","10.1871238939465","10.2733598203203","10.295941552201","10.2044822154426","10.0581600484763","9.89045249817668","9.74223388928188","9.63549744506743","9.54625457914018","9.47621868335039","9.4160907970858","9.35114781937713","9.2767837255921","9.23741552308165","9.18420518443957","9.12502619783251","9.06973112091356","9.02315300794074","9.00180894155222","8.9829345527073","8.96449657265554","8.94004576345187","8.90817513800492","8.89173329967911","8.86458585678282","8.84438361687778","8.8530252044929","8.90159375471339","9.19139639911121","9.51699565898132","9.86703346157964","10.2230095340208","10.5753540521305","10.7220606024356","10.8541797365119","10.98350622487","11.1227141089122","11.2735220526757","11.6072576797826","11.9610331804555","12.3289298563556","12.7023306544614","13.078351174864","13.591620516027","14.1320471369403","14.6993066726682","15.2930184213467","15.9125347586229","16.3151924258376","16.743383665768","17.2155537368777","17.7563717993417","18.3779738972574","18.8700857938335","19.4180639378306","20.0412141646094","",
"Andorra","AND","Age dependency ratio, old (% of working-age population)","SP.POP.DPND.OL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Age dependency ratio, old (% of working-age population)","SP.POP.DPND.OL","6.59195099288584","6.70090288657716","6.79327918700026","6.86732685118063","6.91922358807769","6.94779049380887","7.01559232048791","7.05346770105786","7.07011557851769","7.07506478166588","7.0735584281614","7.11832548609376","7.14821041372938","7.16107281994433","7.15334195574103","7.12559824471592","7.1134811289791","7.0810191298516","7.03508542905625","6.98255562734826","6.92803196991446","6.90401871336126","6.87098146060491","6.83283164851602","6.79373950236606","6.75714351454597","6.75894075266777","6.75900919815902","6.76125810187683","6.76789623631873","6.75897576068469","6.79859419196565","6.88014317770039","6.90718833829795","6.9312742728322","6.9158656452651","6.94686709471308","6.96799978759246","6.98180622433288","6.98811551449801","6.98711909838696","6.97566684966402","6.95636008584753","6.92934779628412","6.89296924298266","6.84875741410548","6.80875914398276","6.759558205272","6.71179788261671","6.67681770046707","6.66162529149746","6.66872801443877","6.68688277915121","6.72070250050238","6.77649613895403","6.8581874310854","6.98148212175998","7.12144641108009","7.27378450858147","",
"United Arab Emirates","ARE","Age dependency ratio, old (% of working-age population)","SP.POP.DPND.OL","6.60424469413233","5.9521598633139","5.36444473291361","4.82830797080953","4.33392051772173","3.85013036051425","3.42874794069193","3.05766702863348","2.73747795876325","2.4687905412229","2.25430665525358","1.82951008457682","1.69116834309716","1.74301610925327","1.9027876706908","2.11908341541811","2.04663406632655","2.02592884412623","2.04296673132034","2.0617620620042","2.05474397160454","2.02076461151663","1.95005259323176","1.87884025149736","1.83402434529383","1.82254470035879","1.7867981121485","1.77347288081085","1.77511423911606","1.77797686218095","1.77175145257297","1.71677118030467","1.65387775643364","1.58843646615233","1.52688046396207","1.47227437278151","1.46295081572597","1.47492488066239","1.49702840815376","1.509301037517","1.49946991754711","1.38659141576647","1.28604711673463","1.20338424183262","1.14194805946405","1.09890525021715","0.971839592482493","0.889014703973839","0.837761489353759","0.808932514338626","0.795736595955642","0.864472293093949","0.937429527324393","1.00672751312413","1.06226795821066","1.09933859379466","1.16627659078943","1.22503783550109","1.28689575930064","",
"Argentina","ARG","Age dependency ratio, old (% of working-age population)","SP.POP.DPND.OL","8.72288329614584","8.94613394980435","9.15686514316737","9.36036244639139","9.56320190676254","9.7698802095646","10.0149668698604","10.2530265906066","10.4834457535579","10.7048981194496","10.9178859775334","11.1631117189084","11.3904986768545","11.6039415028939","11.8076198830889","12.0045516190235","12.2730469055416","12.5302541344286","12.7739125851354","12.9995356194615","13.2064295279085","13.4124788201107","13.5901367685539","13.7490175442147","13.8999000459416","14.0486582251875","14.2348792779739","14.4038404447891","14.5553079933082","14.6871660196109","14.7987331631438","14.9812409936863","15.1338679387442","15.2595442467344","15.3617427898555","15.4438911208593","15.5512191146733","15.6348068292148","15.695140253093","15.7298039144135","15.7397957403855","15.7716130913727","15.7766780943313","15.765943689506","15.751861917847","15.7434303185544","15.7828972871232","15.815439871549","15.8519062439566","15.9061356927343","15.9874273343408","16.1191166083128","16.2650232438894","16.4221640499902","16.5841170304419","16.7480675051988","16.9526709001933","17.1490383896585","17.3386897637727","",
"Armenia","ARM","Age dependency ratio, old (% of working-age population)","SP.POP.DPND.OL","11.5426035594812","11.2732305033188","10.9912970633406","10.7181761734792","10.4829732193974","10.301228083726","10.2310261227247","10.1920787619446","10.1672418781917","10.1342741086114","10.0847897361155","10.0410754371364","9.95887558460045","9.85826163162768","9.75999412829672","9.67319360582612","9.66348236474317","9.65353346668939","9.61776534396524","9.51871030431885","9.34526486513285","9.15943988392279","8.92431912674084","8.68136744387989","8.48290407166967","8.36231171004389","8.26342849257397","8.21466492625638","8.25272460019334","8.42592097336931","8.75585209335229","9.50777484297621","10.4377540616675","11.4778893995689","12.5063509744157","13.4401892365247","14.0506055516221","14.4666807248965","14.7765005281517","15.1285280248141","15.6074082685358","16.1059479695027","16.7410888041271","17.3744510572689","17.7866069369674","17.8575347540663","17.7243519415082","17.2884110281382","16.6967981421764","16.1605522467297","15.8081402467211","15.5890926431007","15.5156362500068","15.5532654441046","15.6427689759966","15.7546226824703","15.966467303144","16.2115621888474","16.5223104684522","",
"American Samoa","ASM","Age dependency ratio, old (% of working-age population)","SP.POP.DPND.OL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
